,date,title,author
0,"January 4, 1942",The Keys of the Kingdom,A. J. Cronin
1,"January 11, 1942",Windswept,Mary Ellen Chase
2,"January 18, 1942",Windswept,Mary Ellen Chase
3,"January 25, 1942",Windswept,Mary Ellen Chase
4,"February 1, 1942",Windswept,Mary Ellen Chase
5,"February 8, 1942",Dragon Seed,Pearl S. Buck
6,"February 15, 1942",Frenchman's Creek,Daphne du Maurier
7,"February 22, 1942",Dragon Seed,Pearl S. Buck
8,"March 1, 1942",Dragon Seed,Pearl S. Buck
9,"March 8, 1942",Dragon Seed,Pearl S. Buck
10,"March 15, 1942",Dragon Seed,Pearl S. Buck
11,"March 22, 1942",The Moon Is Down,John Steinbeck
12,"March 29, 1942",The Moon Is Down,John Steinbeck
13,"April 5, 1942",The Moon Is Down,John Steinbeck
14,"April 12, 1942",The Moon Is Down,John Steinbeck
15,"April 19, 1942",The Moon Is Down,John Steinbeck
16,"April 26, 1942",The Moon Is Down,John Steinbeck
17,"May 3, 1942",The Moon Is Down,John Steinbeck
18,"May 10, 1942",The Moon Is Down,John Steinbeck
19,"May 17, 1942",The Moon Is Down,John Steinbeck
20,"May 24, 1942",The Moon Is Down,John Steinbeck
21,"May 31, 1942",The Moon Is Down,John Steinbeck
22,"June 7, 1942",The Moon Is Down,John Steinbeck
23,"June 14, 1942",And Now Tomorrow,Rachel Field
24,"June 21, 1942",And Now Tomorrow,Rachel Field
25,"June 28, 1942",And Now Tomorrow,Rachel Field
26,"July 5, 1942",And Now Tomorrow,Rachel Field
27,"July 12, 1942",And Now Tomorrow,Rachel Field
28,"July 19, 1942",The Song of Bernadette,Franz Werfel
29,"July 26, 1942",The Song of Bernadette,Franz Werfel
30,"August 2, 1942",And Now Tomorrow,Rachel Field
31,"August 9, 1942",And Now Tomorrow,Rachel Field
32,"August 16, 1942",The Song of Bernadette,Franz Werfel
33,"August 23, 1942",The Song of Bernadette,Franz Werfel
34,"August 30, 1942",The Song of Bernadette,Franz Werfel
35,"September 6, 1942",Drivin' Woman,Elizabeth Chevalier
36,"September 13, 1942",The Song of Bernadette,Franz Werfel
37,"September 20, 1942",The Song of Bernadette,Franz Werfel
38,"September 27, 1942",The Song of Bernadette,Franz Werfel
39,"October 4, 1942",The Song of Bernadette,Franz Werfel
40,"October 11, 1942",The Song of Bernadette,Franz Werfel
41,"October 18, 1942",The Song of Bernadette,Franz Werfel
42,"October 25, 1942",The Song of Bernadette,Franz Werfel
43,"November 1, 1942",The Song of Bernadette,Franz Werfel
44,"November 8, 1942",The Song of Bernadette,Franz Werfel
45,"November 15, 1942",The Song of Bernadette,Franz Werfel
46,"November 22, 1942",The Robe,Lloyd Douglas
47,"November 29, 1942",The Robe,Lloyd Douglas
48,"December 6, 1942",The Robe,Lloyd Douglas
49,"December 13, 1942",The Robe,Lloyd Douglas
50,"December 20, 1942",The Robe,Lloyd Douglas
51,"December 27, 1942",The Robe,Lloyd Douglas
52,"January 3, 1943",The Robe,Lloyd Douglas
53,"January 10, 1943",The Robe,Lloyd Douglas
54,"January 17, 1943",The Robe,Lloyd Douglas
55,"January 24, 1943",The Robe,Lloyd Douglas
56,"January 31, 1943",The Robe,Lloyd Douglas
57,"February 7, 1943",The Robe,Lloyd Douglas
58,"February 14, 1943",The Robe,Lloyd Douglas
59,"February 21, 1943",The Robe,Lloyd Douglas
60,"February 28, 1943",The Robe,Lloyd Douglas
61,"March 7, 1943",The Robe,Lloyd Douglas
62,"March 14, 1943",Mrs. Parkington,Louis Bromfield
63,"March 21, 1943",The Robe,Lloyd Douglas
64,"March 28, 1943",The Robe,Lloyd Douglas
65,"April 4, 1943",The Robe,Lloyd Douglas
66,"April 11, 1943",The Robe,Lloyd Douglas
67,"April 18, 1943",The Robe,Lloyd Douglas
68,"April 25, 1943",The Robe,Lloyd Douglas
69,"May 2, 1943",The Robe,Lloyd Douglas
70,"May 9, 1943",The Robe,Lloyd Douglas
71,"May 16, 1943",The Robe,Lloyd Douglas
72,"May 23, 1943",The Robe,Lloyd Douglas
73,"May 30, 1943",The Robe,Lloyd Douglas
74,"June 6, 1943",The Robe,Lloyd Douglas
75,"June 13, 1943",The Robe,Lloyd Douglas
76,"June 20, 1943",The Robe,Lloyd Douglas
77,"June 27, 1943",The Robe,Lloyd Douglas
78,"July 4, 1943",The Robe,Lloyd Douglas
79,"July 11, 1943",The Robe,Lloyd Douglas
80,"July 18, 1943",The Robe,Lloyd Douglas
81,"July 25, 1943",The Robe,Lloyd Douglas
82,"August 1, 1943",The Robe,Lloyd Douglas
83,"August 8, 1943",The Robe,Lloyd Douglas
84,"August 15, 1943",The Robe,Lloyd Douglas
85,"August 22, 1943",The Robe,Lloyd Douglas
86,"August 29, 1943",The Robe,Lloyd Douglas
87,"September 5, 1943",The Robe,Lloyd Douglas
88,"September 12, 1943",The Robe,Lloyd Douglas
89,"September 19, 1943",The Robe,Lloyd Douglas
90,"September 26, 1943",The Robe,Lloyd Douglas
91,"October 3, 1943",The Robe,Lloyd Douglas
92,"October 10, 1943",The Robe,Lloyd Douglas
93,"October 17, 1943",So Little Time,John P. Marquand
94,"October 24, 1943",So Little Time,John P. Marquand
95,"October 31, 1943",So Little Time,John P. Marquand
96,"November 7, 1943",So Little Time,John P. Marquand
97,"November 14, 1943",So Little Time,John P. Marquand
98,"November 21, 1943",So Little Time,John P. Marquand
99,"November 28, 1943",So Little Time,John P. Marquand
100,"December 5, 1943",So Little Time,John P. Marquand
101,"December 12, 1943",So Little Time,John P. Marquand
102,"December 19, 1943",So Little Time,John P. Marquand
103,"December 26, 1943",So Little Time,John P. Marquand
104,"January 2, 1944",A Tree Grows in Brooklyn,Betty Smith
105,"January 9, 1944",A Tree Grows in Brooklyn,Betty Smith
106,"January 16, 1944",A Tree Grows in Brooklyn,Betty Smith
107,"January 23, 1944",A Tree Grows in Brooklyn,Betty Smith
108,"January 30, 1944",A Tree Grows in Brooklyn,Betty Smith
109,"February 6, 1944",A Tree Grows in Brooklyn,Betty Smith
110,"February 13, 1944",A Tree Grows in Brooklyn,Betty Smith
111,"February 20, 1944",A Tree Grows in Brooklyn,Betty Smith
112,"February 27, 1944",A Tree Grows in Brooklyn,Betty Smith
113,"March 5, 1944",A Tree Grows in Brooklyn,Betty Smith
114,"March 12, 1944",A Tree Grows in Brooklyn,Betty Smith
115,"March 19, 1944",A Tree Grows in Brooklyn,Betty Smith
116,"March 26, 1944",A Tree Grows in Brooklyn,Betty Smith
117,"April 2, 1944",A Tree Grows in Brooklyn,Betty Smith
118,"April 9, 1944",A Tree Grows in Brooklyn,Betty Smith
119,"April 16, 1944",A Tree Grows in Brooklyn,Betty Smith
120,"April 23, 1944",A Tree Grows in Brooklyn,Betty Smith
121,"April 30, 1944",A Tree Grows in Brooklyn,Betty Smith
122,"May 7, 1944",A Tree Grows in Brooklyn,Betty Smith
123,"May 14, 1944",Strange Fruit,Lillian Smith
124,"May 21, 1944",A Tree Grows in Brooklyn,Betty Smith
125,"May 28, 1944",A Tree Grows in Brooklyn,Betty Smith
126,"June 4, 1944",Strange Fruit,Lillian Smith
127,"June 11, 1944",Strange Fruit,Lillian Smith
128,"June 18, 1944",A Tree Grows in Brooklyn,Betty Smith
129,"June 25, 1944",Strange Fruit,Lillian Smith
130,"July 2, 1944",The Razor's Edge,Somerset Maugham
131,"July 9, 1944",Strange Fruit,Lillian Smith
132,"July 16, 1944",Strange Fruit,Lillian Smith
133,"July 23, 1944",Strange Fruit,Lillian Smith
134,"July 30, 1944",The Razor's Edge,Somerset Maugham
135,"August 6, 1944",Strange Fruit,Lillian Smith
136,"August 13, 1944",Strange Fruit,Lillian Smith
137,"August 20, 1944",The Razor's Edge,Somerset Maugham
138,"August 27, 1944",Strange Fruit,Lillian Smith
139,"September 3, 1944",Strange Fruit,Lillian Smith
140,"September 10, 1944",Strange Fruit,Lillian Smith
141,"September 17, 1944",Strange Fruit,Lillian Smith
142,"September 24, 1944",The Razor's Edge,Somerset Maugham
143,"October 1, 1944",Strange Fruit,Lillian Smith
144,"October 8, 1944",Strange Fruit,Lillian Smith
145,"October 15, 1944",Green Dolphin Street,Elizabeth Goudge
146,"October 22, 1944",Green Dolphin Street,Elizabeth Goudge
147,"October 29, 1944",Green Dolphin Street,Elizabeth Goudge
148,"November 5, 1944",Green Dolphin Street,Elizabeth Goudge
149,"November 12, 1944",Forever Amber,Kathleen Winsor
150,"November 19, 1944",Forever Amber,Kathleen Winsor
151,"November 26, 1944",Forever Amber,Kathleen Winsor
152,"December 3, 1944",Green Dolphin Street,Elizabeth Goudge
153,"December 10, 1944",Forever Amber,Kathleen Winsor
154,"December 17, 1944",The Green Years,A. J. Cronin
155,"December 25, 1944",Forever Amber,Kathleen Winsor
156,"January 1, 1945",The Green Years,A.J. Cronin
157,"January 8, 1945",The Green Years,A.J. Cronin
158,"January 15, 1945",The Green Years,A.J. Cronin
159,"January 22, 1945",The Green Years,A.J. Cronin
160,"January 29, 1945",The Green Years,A.J. Cronin
161,"February 5, 1945",The Green Years,A.J. Cronin
162,"February 12, 1945",The Green Years,A.J. Cronin
163,"February 19, 1945",The Green Years,A.J. Cronin
164,"February 26, 1945",The Green Years,A.J. Cronin
165,"March 4, 1945",The Green Years,A.J. Cronin
166,"March 11, 1945",The Green Years,A.J. Cronin
167,"March 18, 1945",The Green Years,A.J. Cronin
168,"March 25, 1945",The Green Years,A.J. Cronin
169,"April 1, 1945",The Green Years,A.J. Cronin
170,"April 8, 1945",The Green Years,A.J. Cronin
171,"April 15, 1945",The Green Years,A.J. Cronin
172,"April 22, 1945",Earth and High Heaven,Gwethalyn Graham
173,"April 29, 1945",Earth and High Heaven,Gwethalyn Graham
174,"May 6, 1945",The Green Years,A.J. Cronin
175,"May 13, 1945",Captain from Castile,Samuel Shellabarger
176,"May 20, 1945",Captain from Castile,Samuel Shellabarger
177,"May 27, 1945",Captain from Castile,Samuel Shellabarger
178,"June 3, 1945",Captain from Castile,Samuel Shellabarger
179,"June 10, 1945",Captain from Castile,Samuel Shellabarger
180,"June 17, 1945",Captain from Castile,Samuel Shellabarger
181,"June 24, 1945",Captain from Castile,Samuel Shellabarger
182,"July 1, 1945",A Lion is in the Streets,Adria Locke Langley
183,"July 8, 1945",A Lion is in the Streets,Adria Locke Langley
184,"July 15, 1945",A Lion is in the Streets,Adria Locke Langley
185,"July 22, 1945",A Lion is in the Streets,Adria Locke Langley
186,"July 29, 1945",A Lion is in the Streets,Adria Locke Langley
187,"August 5, 1945",A Lion is in the Streets,Adria Locke Langley
188,"August 12, 1945",A Lion is in the Streets,Adria Locke Langley
189,"August 19, 1945",A Lion is in the Streets,Adria Locke Langley
190,"August 26, 1945",A Lion is in the Streets,Adria Locke Langley
191,"September 2, 1945",A Lion is in the Streets,Adria Locke Langley
192,"September 9, 1945",A Lion is in the Streets,Adria Locke Langley
193,"September 16, 1945",A Lion is in the Streets,Adria Locke Langley
194,"September 23, 1945",So Well Remembered,James Hilton
195,"September 30, 1945",The Black Rose,Thomas B. Costain
196,"October 7, 1945",The Black Rose,Thomas B. Costain
197,"October 14, 1945",The Black Rose,Thomas B. Costain
198,"October 21, 1945",The Black Rose,Thomas B. Costain
199,"October 28, 1945",The Black Rose,Thomas B. Costain
200,"November 4, 1945",The Black Rose,Thomas B. Costain
201,"November 11, 1945",The Black Rose,Thomas B. Costain
202,"November 18, 1945",The Black Rose,Thomas B. Costain
203,"November 25, 1945",The Black Rose,Thomas B. Costain
204,"December 2, 1945",The Black Rose,Thomas B. Costain
205,"December 9, 1945",The Black Rose,Thomas B. Costain
206,"December 16, 1945",The Black Rose,Thomas B. Costain
207,"December 23, 1945",The Black Rose,Thomas B. Costain
208,"December 30, 1945",The Black Rose,Thomas B. Costain
209,"January 6, 1946",The Black Rose,Thomas Costain
210,"January 13, 1946",The Black Rose,Thomas Costain
211,"January 20, 1946",The Black Rose,Thomas Costain
212,"January 27, 1946",The Black Rose,Thomas Costain
213,"February 3, 1946",The King's General,Daphne du Maurier
214,"February 10, 1946",The King's General,Daphne du Maurier
215,"February 17, 1946",The King's General,Daphne du Maurier
216,"February 24, 1946",The King's General,Daphne du Maurier
217,"March 3, 1946",The King's General,Daphne du Maurier
218,"March 10, 1946",Arch of Triumph,Erich Maria Remarque
219,"March 17, 1946",The King's General,Daphne du Maurier
220,"March 24, 1946",Arch of Triumph,Erich Maria Remarque
221,"March 31, 1946",Arch of Triumph,Erich Maria Remarque
222,"April 7, 1946",Arch of Triumph,Erich Maria Remarque
223,"April 14, 1946",Arch of Triumph,Erich Maria Remarque
224,"April 21, 1946",Arch of Triumph,Erich Maria Remarque
225,"April 28, 1946",Arch of Triumph,Erich Maria Remarque
226,"May 5, 1946",Arch of Triumph,Erich Maria Remarque
227,"May 12, 1946",This Side of Innocence,Taylor Caldwell
228,"May 19, 1946",This Side of Innocence,Taylor Caldwell
229,"May 26, 1946",This Side of Innocence,Taylor Caldwell
230,"June 2, 1946",This Side of Innocence,Taylor Caldwell
231,"June 9, 1946",This Side of Innocence,Taylor Caldwell
232,"June 16, 1946",This Side of Innocence,Taylor Caldwell
233,"June 23, 1946",This Side of Innocence,Taylor Caldwell
234,"June 30, 1946",This Side of Innocence,Taylor Caldwell
235,"July 7, 1946",This Side of Innocence,Taylor Caldwell
236,"July 14, 1946",The Hucksters,Frederic Wakeman
237,"July 21, 1946",The Hucksters,Frederic Wakeman
238,"July 28, 1946",The Hucksters,Frederic Wakeman
239,"August 4, 1946",The Hucksters,Frederic Wakeman
240,"August 11, 1946",The Hucksters,Frederic Wakeman
241,"August 18, 1946",The Hucksters,Frederic Wakeman
242,"August 25, 1946",The Hucksters,Frederic Wakeman
243,"September 1, 1946",The Hucksters,Frederic Wakeman
244,"September 8, 1946",The Hucksters,Frederic Wakeman
245,"September 15, 1946",The Hucksters,Frederic Wakeman
246,"September 22, 1946",The Hucksters,Frederic Wakeman
247,"September 29, 1946",The Hucksters,Frederic Wakeman
248,"October 6, 1946",The Hucksters,Frederic Wakeman
249,"October 13, 1946",The Hucksters,Frederic Wakeman
250,"October 20, 1946",The Hucksters,Frederic Wakeman
251,"October 27, 1946",The Hucksters,Frederic Wakeman
252,"November 3, 1946",The Hucksters,Frederic Wakeman
253,"November 10, 1946",The Hucksters,Frederic Wakeman
254,"November 17, 1946",The Hucksters,Frederic Wakeman
255,"November 24, 1946",East River,Sholem Asch
256,"December 1, 1946",B.F.'s Daughter,John P. Marquand
257,"December 8, 1946",B.F.'s Daughter,John P. Marquand
258,"December 15, 1946",B.F.'s Daughter,John P. Marquand
259,"December 22, 1946",B.F.'s Daughter,John P. Marquand
260,"December 29, 1946",B.F.'s Daughter,John P. Marquand
261,"January 5, 1947",B.F.'s Daughter,John P. Marquand
262,"January 12, 1947",B.F.'s Daughter,John P. Marquand
263,"January 19, 1947",B.F.'s Daughter,John P. Marquand
264,"January 26, 1947",B.F.'s Daughter,John P. Marquand
265,"February 2, 1947",Lydia Bailey,Kenneth Roberts
266,"February 9, 1947",Lydia Bailey,Kenneth Roberts
267,"February 16, 1947",Lydia Bailey,Kenneth Roberts
268,"February 23, 1947",Lydia Bailey,Kenneth Roberts
269,"March 2, 1947",Lydia Bailey,Kenneth Roberts
270,"March 9, 1947",Lydia Bailey,Kenneth Roberts
271,"March 16, 1947",Lydia Bailey,Kenneth Roberts
272,"March 23, 1947",Lydia Bailey,Kenneth Roberts
273,"March 30, 1947",Lydia Bailey,Kenneth Roberts
274,"April 6, 1947",Lydia Bailey,Kenneth Roberts
275,"April 13, 1947",Lydia Bailey,Kenneth Roberts
276,"April 20, 1947",Lydia Bailey,Kenneth Roberts
277,"April 27, 1947",Gentlemen's Agreement,Laura Z. Hobson
278,"May 4, 1947",Gentlemen's Agreement,Laura Z. Hobson
279,"May 11, 1947",Gentlemen's Agreement,Laura Z. Hobson
280,"May 18, 1947",Gentlemen's Agreement,Laura Z. Hobson
281,"May 25, 1947",Gentlemen's Agreement,Laura Z. Hobson
282,"June 1, 1947",Gentlemen's Agreement,Laura Z. Hobson
283,"June 8, 1947",Gentlemen's Agreement,Laura Z. Hobson
284,"June 15, 1947",Gentlemen's Agreement,Laura Z. Hobson
285,"June 22, 1947",Gentlemen's Agreement,Laura Z. Hobson
286,"June 29, 1947",Gentlemen's Agreement,Laura Z. Hobson
287,"July 6, 1947",Kingsblood Royal,Sinclair Lewis
288,"July 13, 1947",Kingsblood Royal,Sinclair Lewis
289,"July 20, 1947",Gentlemen's Agreement,Laura Z. Hobson
290,"July 27, 1947",Gentlemen's Agreement,Laura Z. Hobson
291,"August 3, 1947",Gentlemen's Agreement,Laura Z. Hobson
292,"August 10, 1947",Gentlemen's Agreement,Laura Z. Hobson
293,"August 17, 1947",The Moneyman,Thomas Costain
294,"August 24, 1947",The Moneyman,Thomas Costain
295,"August 31, 1947",The Moneyman,Thomas Costain
296,"September 7, 1947",The Moneyman,Thomas Costain
297,"September 14, 1947",The Moneyman,Thomas Costain
298,"September 21, 1947",The Moneyman,Thomas Costain
299,"September 28, 1947",The Moneyman,Thomas Costain
300,"October 5, 1947",The Moneyman,Thomas Costain
301,"October 12, 1947",The Moneyman,Thomas Costain
302,"October 19, 1947",The Moneyman,Thomas Costain
303,"October 26, 1947",The Moneyman,Thomas Costain
304,"November 2, 1947",The Moneyman,Thomas Costain
305,"November 9, 1947",The Moneyman,Thomas Costain
306,"November 16, 1947",House Divided,Ben Ames Williams
307,"November 23, 1947",House Divided,Ben Ames Williams
308,"November 30, 1947",House Divided,Ben Ames Williams
309,"December 7, 1947",House Divided,Ben Ames Williams
310,"December 14, 1947",House Divided,Ben Ames Williams
311,"December 21, 1947",House Divided,Ben Ames Williams
312,"December 28, 1947",House Divided,Ben Ames Williams
313,"January 3, 1948",House Divided,Ben Ames Williams
314,"January 10, 1948",House Divided,Ben Ames Williams
315,"January 17, 1948",House Divided,Ben Ames Williams
316,"January 24, 1948",House Divided,Ben Ames Williams
317,"January 31, 1948",House Divided,Ben Ames Williams
318,"February 7, 1948","East Side, West Side",Marcia Davenport
319,"February 14, 1948","East Side, West Side",Marcia Davenport
320,"February 21, 1948",House Divided,Ben Ames William
321,"February 28, 1948",House Divided,Ben Ames William
322,"March 7, 1948",Eagle in the Sky,Van Wyck Mason
323,"March 14, 1948",Eagle in the Sky,Van Wyck Mason
324,"March 21, 1948",Eagle in the Sky,Van Wyck Mason
325,"March 28, 1948",Eagle in the Sky,Van Wyck Mason
326,"April 4, 1948",The Ides of March,Thornton Wilder
327,"April 11, 1948",Eagle in the Sky,Van Wyck Mason
328,"April 18, 1948",The Ides of March,Thornton Wilder
329,"April 25, 1948",Raintree County,Ross Lockridge
330,"May 2, 1948",Raintree County,Ross Lockridge
331,"May 9, 1948",unknown; not clear from source,N/A
332,"May 16, 1948",Raintree County,Ross Lockridge
333,"May 23, 1948",Pilgrim's Inn,Elizabeth Goudge
334,"May 30, 1948",Raintree County,Ross Lockridge
335,"June 6, 1948",Pilgrim's Inn,Elizabeth Goudge
336,"June 13, 1948",Pilgrim's Inn,Elizabeth Goudge
337,"June 20, 1948",The Naked and the Dead,Norman Mailer
338,"June 27, 1948",The Naked and the Dead,Norman Mailer
339,"July 4, 1948",The Naked and the Dead,Norman Mailer
340,"July 11, 1948",The Naked and the Dead,Norman Mailer
341,"July 18, 1948",The Naked and the Dead,Norman Mailer
342,"July 25, 1948",The Naked and the Dead,Norman Mailer
343,"August 1, 1948",The Naked and the Dead,Norman Mailer
344,"August 8, 1948",The Naked and the Dead,Norman Mailer
345,"August 15, 1948",The Naked and the Dead,Norman Mailer
346,"August 22, 1948",The Naked and the Dead,Norman Mailer
347,"August 29, 1948",The Naked and the Dead,Norman Mailer
348,"September 5, 1948",Shannon's Way,A. J. Cronin
349,"September 12, 1948",Shannon's Way,A. J. Cronin
350,"September 19, 1948",The Naked and the Dead,Norman Mailer
351,"September 26, 1948",Shannon's Way,A. J. Cronin
352,"October 3, 1948",The Naked and the Dead,Norman Mailer
353,"October 10, 1948",The Naked and the Dead,Norman Mailer
354,"October 17, 1948",The Naked and the Dead,Norman Mailer
355,"October 24, 1948",The Naked and the Dead,Norman Mailer
356,"October 31, 1948",The Naked and the Dead,Norman Mailer
357,"November 7, 1948",The Young Lions,Irwin Shaw
358,"November 14, 1948",The Naked and the Dead,Norman Mailer
359,"November 21, 1948",The Naked and the Dead,Norman Mailer
360,"November 28, 1948",The Young Lions,Irwin Shaw
361,"December 5, 1948",The Young Lions,Irwin Shaw
362,"December 12, 1948",The Young Lions,Irwin Shaw
363,"December 19, 1948",The Big Fisherman,Lloyd C. Douglas
364,"December 26, 1948",The Big Fisherman,Lloyd C. Douglas
365,"January 3, 1949",The Big Fisherman,Lloyd C. Douglas
366,"January 10, 1949",The Big Fisherman,Lloyd C. Douglas
367,"January 17, 1949",The Big Fisherman,Lloyd C. Douglas
368,"January 24, 1949",The Big Fisherman,Lloyd C. Douglas
369,"January 31, 1949",The Big Fisherman,Lloyd C. Douglas
370,"February 7, 1949",The Big Fisherman,Lloyd C. Douglas
371,"February 14, 1949",The Big Fisherman,Lloyd C. Douglas
372,"February 21, 1949",The Big Fisherman,Lloyd C. Douglas
373,"February 28, 1949",The Big Fisherman,Lloyd C. Douglas
374,"March 6, 1949",The Big Fisherman,Lloyd C. Douglas
375,"March 13, 1949",The Big Fisherman,Lloyd C. Douglas
376,"March 20, 1949",The Big Fisherman,Lloyd C. Douglas
377,"March 27, 1949",The Big Fisherman,Lloyd C. Douglas
378,"April 3, 1949",The Big Fisherman,Lloyd C. Douglas
379,"April 10, 1949",Point of No Return,John P. Marquand
380,"April 17, 1949",Point of No Return,John P. Marquand
381,"April 24, 1949",Point of No Return,John P. Marquand
382,"May 1, 1949",Point of No Return,John P. Marquand
383,"May 8, 1949",Point of No Return,John P. Marquand
384,"May 15, 1949",Point of No Return,John P. Marquand
385,"May 22, 1949",Point of No Return,John P. Marquand
386,"May 29, 1949",Point of No Return,John P. Marquand
387,"June 5, 1949",Point of No Return,John P. Marquand
388,"June 12, 1949",Point of No Return,John P. Marquand
389,"June 19, 1949",Point of No Return,John P. Marquand
390,"June 26, 1949",Point of No Return,John P. Marquand
391,"July 3, 1949",Point of No Return,John P. Marquand
392,"July 10, 1949",Point of No Return,John P. Marquand
393,"July 17, 1949",Point of No Return,John P. Marquand
394,"July 24, 1949",Point of No Return,John P. Marquand
395,"July 31, 1949",Point of No Return,John P. Marquand
396,"August 7, 1949",Point of No Return,John P. Marquand
397,"August 14, 1949",Point of No Return,John P. Marquand
398,"August 21, 1949",Point of No Return,John P. Marquand
399,"August 28, 1949",Point of No Return,John P. Marquand
400,"September 4, 1949",Point of No Return,John P. Marquand
401,"September 11, 1949",Point of No Return,John P. Marquand
402,"September 18, 1949",A Rage To Live,John O'Hara
403,"September 25, 1949",A Rage To Live,John O'Hara
404,"October 2, 1949",A Rage To Live,John O'Hara
405,"October 9, 1949",A Rage To Live,John O'Hara
406,"October 16, 1949",A Rage To Live,John O'Hara
407,"October 23, 1949",A Rage To Live,John O'Hara
408,"October 30, 1949",The Egyptian,Mika Waltari
409,"November 6, 1949",The Egyptian,Mika Waltari
410,"November 13, 1949",The Egyptian,Mika Waltari
411,"November 20, 1949",The Egyptian,Mika Waltari
412,"November 27, 1949",The Egyptian,Mika Waltari
413,"December 4, 1949",The Egyptian,Mika Waltari
414,"December 11, 1949",The Egyptian,Mika Waltari
415,"December 18, 1949",The Egyptian,Mika Waltari
416,"December 26, 1949",The Egyptian,Mika Waltari
417,"January 1, 1950",The Egyptian,Mika Waltari
418,"January 8, 1950",The Egyptian,Mika Waltari
419,"January 15, 1950",The Egyptian,Mika Waltari
420,"January 22, 1950",The Egyptian,Mika Waltari
421,"January 29, 1950",The Egyptian,Mika Waltari
422,"February 5, 1950",The Egyptian,Mika Waltari
423,"February 12, 1950",The Egyptian,Mika Waltari
424,"February 19, 1950",The Parasites,Daphne du Maurier
425,"February 26, 1950",The Parasites,Daphne du Maurier
426,"March 5, 1950",The Parasites,Daphne du Maurier
427,"March 12, 1950",The Parasites,Daphne du Maurier
428,"March 19, 1950",The Parasites,Daphne du Maurier
429,"March 26, 1950",The Wall,John Hersey
430,"April 2, 1950",The Wall,John Hersey
431,"April 9, 1950",The Wall,John Hersey
432,"April 16, 1950",The Wall,John Hersey
433,"April 23, 1950",The Wall,John Hersey
434,"April 30, 1950",The Cardinal,Henry Morton Robinson
435,"May 7, 1950",The Cardinal,Henry Morton Robinson
436,"May 14, 1950",The Cardinal,Henry Morton Robinson
437,"May 21, 1950",The Cardinal,Henry Morton Robinson
438,"May 28, 1950",The Cardinal,Henry Morton Robinson
439,"June 4, 1950",The Cardinal,Henry Morton Robinson
440,"June 11, 1950",The Cardinal,Henry Morton Robinson
441,"June 18, 1950",The Cardinal,Henry Morton Robinson
442,"June 25, 1950",The Cardinal,Henry Morton Robinson
443,"July 2, 1950",The Cardinal,Henry Morton Robinson
444,"July 9, 1950",The Cardinal,Henry Morton Robinson
445,"July 16, 1950",The Cardinal,Henry Morton Robinson
446,"July 23, 1950",The Cardinal,Henry Morton Robinson
447,"July 30, 1950",The Cardinal,Henry Morton Robinson
448,"August 6, 1950",The Cardinal,Henry Morton Robinson
449,"August 13, 1950",The Cardinal,Henry Morton Robinson
450,"August 20, 1950",The Cardinal,Henry Morton Robinson
451,"August 27, 1950",The Cardinal,Henry Morton Robinson
452,"September 3, 1950",The Cardinal,Henry Morton Robinson
453,"September 10, 1950",The Cardinal,Henry Morton Robinson
454,"September 17, 1950",The Cardinal,Henry Morton Robinson
455,"September 24, 1950",The Cardinal,Henry Morton Robinson
456,"October 1, 1950",The Cardinal,Henry Morton Robinson
457,"October 8, 1950",The Cardinal,Henry Morton Robinson
458,"October 15, 1950",Across the River and into the Trees,Ernest Hemingway
459,"October 22, 1950",Across the River and into the Trees,Ernest Hemingway
460,"October 29, 1950",Across the River and into the Trees,Ernest Hemingway
461,"November 5, 1950",Across the River and into the Trees,Ernest Hemingway
462,"November 12, 1950",Across the River and into the Trees,Ernest Hemingway
463,"November 19, 1950",Across the River and into the Trees,Ernest Hemingway
464,"November 26, 1950",Across the River and into the Trees,Ernest Hemingway
465,"December 3, 1950",The Disenchanted,Budd Schulberg
466,"December 10, 1950",The Disenchanted,Budd Schulberg
467,"December 17, 1950",The Disenchanted,Budd Schulberg
468,"December 24, 1950",The Disenchanted,Budd Schulberg
469,"December 31, 1950",The Disenchanted,Budd Schulberg
470,"January 7, 1951",The Disenchanted,Budd Schulberg
471,"January 14, 1951",Joy Street,Frances Parkinson Keyes
472,"January 21, 1951",Joy Street,Frances Parkinson Keyes
473,"January 28, 1951",Joy Street,Frances Parkinson Keyes
474,"February 4, 1951",Joy Street,Frances Parkinson Keyes
475,"February 11, 1951",Joy Street,Frances Parkinson Keyes
476,"February 18, 1951",The Disenchanted,Budd Schulberg
477,"February 25, 1951",Joy Street,Frances Parkinson Keyes
478,"March 4, 1951",Joy Street,Frances Parkinson Keyes
479,"March 11, 1951",The Disenchanted,Budd Schulberg
480,"March 18, 1951",Joy Street,Frances Parkinson Keyes
481,"March 25, 1951",From Here to Eternity,James Jones
482,"April 1, 1951",From Here to Eternity,James Jones
483,"April 8, 1951",From Here to Eternity,James Jones
484,"April 15, 1951",From Here to Eternity,James Jones
485,"April 22, 1951",From Here to Eternity,James Jones
486,"April 29, 1951",From Here to Eternity,James Jones
487,"May 6, 1951",From Here to Eternity,James Jones
488,"May 13, 1951",From Here to Eternity,James Jones
489,"May 20, 1951",From Here to Eternity,James Jones
490,"May 27, 1951",From Here to Eternity,James Jones
491,"June 3, 1951",From Here to Eternity,James Jones
492,"June 10, 1951",From Here to Eternity,James Jones
493,"June 17, 1951",From Here to Eternity,James Jones
